control_id,control_name,relationship,technique_id,technique_name,tactic_id,tactic_name
SC-7,Boundary Protection,mitigates,T1499.004,Application or System Exploitation,TA0040,Impact
SC-7,Boundary Protection,mitigates,T1537,Transfer Data to Cloud Account,TA0010,Exfiltration
SC-7,Boundary Protection,mitigates,T1552.005,Cloud Instance Metadata API,TA0006,Credential Access
SC-7,Boundary Protection,mitigates,T1559,Inter-Process Communication,TA0002,Execution
SC-7,Boundary Protection,mitigates,T1559.002,Dynamic Data Exchange,TA0002,Execution
SC-7,Boundary Protection,mitigates,T1565,Data Manipulation,TA0040,Impact
SC-7,Boundary Protection,mitigates,T1565.001,Stored Data Manipulation,TA0040,Impact
SC-7,Boundary Protection,mitigates,T1565.003,Runtime Data Manipulation,TA0040,Impact
SC-7,Boundary Protection,mitigates,T1567,Exfiltration Over Web Service,TA0010,Exfiltration
SC-7,Boundary Protection,mitigates,T1567.002,Exfiltration to Cloud Storage,TA0010,Exfiltration
SC-7,Boundary Protection,mitigates,T1568.002,Domain Generation Algorithms,TA0011,Command and Control
SC-7,Boundary Protection,mitigates,T1570,Lateral Tool Transfer,TA0008,Lateral Movement
SC-7,Boundary Protection,mitigates,T1602.002,Network Device Configuration Dump,TA0009,Collection
SC-7,Boundary Protection,mitigates,T1609,Container Administration Command,TA0002,Execution
SC-7,Boundary Protection,mitigates,T1610,Deploy Container,TA0005,Defense Evasion
SC-7,Boundary Protection,mitigates,T1001,Data Obfuscation,TA0011,Command and Control
SC-7,Boundary Protection,mitigates,T1001.001,Junk Data,TA0011,Command and Control
SC-7,Boundary Protection,mitigates,T1001.002,Steganography,TA0011,Command and Control
SC-7,Boundary Protection,mitigates,T1001.003,Protocol Impersonation,TA0011,Command and Control
SC-7,Boundary Protection,mitigates,T1008,Fallback Channels,TA0011,Command and Control
SC-7,Boundary Protection,mitigates,T1021.002,SMB/Windows Admin Shares,TA0008,Lateral Movement
SC-7,Boundary Protection,mitigates,T1021.003,Distributed Component Object Model,TA0008,Lateral Movement
SC-7,Boundary Protection,mitigates,T1021.005,VNC,TA0008,Lateral Movement
SC-7,Boundary Protection,mitigates,T1021.006,Windows Remote Management,TA0008,Lateral Movement
SC-7,Boundary Protection,mitigates,T1029,Scheduled Transfer,TA0010,Exfiltration
SC-7,Boundary Protection,mitigates,T1030,Data Transfer Size Limits,TA0010,Exfiltration
SC-7,Boundary Protection,mitigates,T1041,Exfiltration Over C2 Channel,TA0010,Exfiltration
SC-7,Boundary Protection,mitigates,T1048,Exfiltration Over Alternative Protocol,TA0010,Exfiltration
SC-7,Boundary Protection,mitigates,T1048.001,Exfiltration Over Symmetric Encrypted Non-C2 Protocol,TA0010,Exfiltration
SC-7,Boundary Protection,mitigates,T1048.002,Exfiltration Over Asymmetric Encrypted Non-C2 Protocol,TA0010,Exfiltration
SC-7,Boundary Protection,mitigates,T1048.003,Exfiltration Over Unencrypted Non-C2 Protocol,TA0010,Exfiltration
SC-7,Boundary Protection,mitigates,T1055.002,Portable Executable Injection,TA0005,Defense Evasion
SC-7,Boundary Protection,mitigates,T1055.003,Thread Execution Hijacking,TA0005,Defense Evasion
SC-7,Boundary Protection,mitigates,T1055.004,Asynchronous Procedure Call,TA0005,Defense Evasion
SC-7,Boundary Protection,mitigates,T1055.005,Thread Local Storage,TA0005,Defense Evasion
SC-7,Boundary Protection,mitigates,T1055.008,Ptrace System Calls,TA0005,Defense Evasion
SC-7,Boundary Protection,mitigates,T1055.009,Proc Memory,TA0005,Defense Evasion
SC-7,Boundary Protection,mitigates,T1055.011,Extra Window Memory Injection,TA0005,Defense Evasion
SC-7,Boundary Protection,mitigates,T1055.012,Process Hollowing,TA0005,Defense Evasion
SC-7,Boundary Protection,mitigates,T1055.013,Process Doppelgänging,TA0005,Defense Evasion
SC-7,Boundary Protection,mitigates,T1071,Application Layer Protocol,TA0011,Command and Control
SC-7,Boundary Protection,mitigates,T1071.001,Web Protocols,TA0011,Command and Control
SC-7,Boundary Protection,mitigates,T1071.002,File Transfer Protocols,TA0011,Command and Control
SC-7,Boundary Protection,mitigates,T1071.003,Mail Protocols,TA0011,Command and Control
SC-7,Boundary Protection,mitigates,T1071.004,DNS,TA0011,Command and Control
SC-7,Boundary Protection,mitigates,T1072,Software Deployment Tools,TA0002,Execution
SC-7,Boundary Protection,mitigates,T1080,Taint Shared Content,TA0008,Lateral Movement
SC-7,Boundary Protection,mitigates,T1090,Proxy,TA0011,Command and Control
SC-7,Boundary Protection,mitigates,T1090.001,Internal Proxy,TA0011,Command and Control
SC-7,Boundary Protection,mitigates,T1090.002,External Proxy,TA0011,Command and Control
SC-7,Boundary Protection,mitigates,T1090.003,Multi-hop Proxy,TA0011,Command and Control
SC-7,Boundary Protection,mitigates,T1102,Web Service,TA0011,Command and Control
SC-7,Boundary Protection,mitigates,T1102.001,Dead Drop Resolver,TA0011,Command and Control
SC-7,Boundary Protection,mitigates,T1102.002,Bidirectional Communication,TA0011,Command and Control
SC-7,Boundary Protection,mitigates,T1102.003,One-Way Communication,TA0011,Command and Control
SC-7,Boundary Protection,mitigates,T1104,Multi-Stage Channels,TA0011,Command and Control
SC-7,Boundary Protection,mitigates,T1114,Email Collection,TA0009,Collection
SC-7,Boundary Protection,mitigates,T1114.003,Email Forwarding Rule,TA0009,Collection
SC-7,Boundary Protection,mitigates,T1132,Data Encoding,TA0011,Command and Control
SC-7,Boundary Protection,mitigates,T1132.001,Standard Encoding,TA0011,Command and Control
SC-7,Boundary Protection,mitigates,T1132.002,Non-Standard Encoding,TA0011,Command and Control
SC-7,Boundary Protection,mitigates,T1136,Create Account,TA0003,Persistence
SC-7,Boundary Protection,mitigates,T1136.002,Domain Account,TA0003,Persistence
SC-7,Boundary Protection,mitigates,T1136.003,Cloud Account,TA0003,Persistence
SC-7,Boundary Protection,mitigates,T1187,Forced Authentication,TA0006,Credential Access
SC-7,Boundary Protection,mitigates,T1204.001,Malicious Link,TA0002,Execution
SC-7,Boundary Protection,mitigates,T1204.003,Malicious Image,TA0002,Execution
SC-7,Boundary Protection,mitigates,T1489,Service Stop,TA0040,Impact
SC-7,Boundary Protection,mitigates,T1498,Network Denial of Service,TA0040,Impact
SC-7,Boundary Protection,mitigates,T1505.004,IIS Components,TA0003,Persistence
SC-7,Boundary Protection,mitigates,T1542,Pre-OS Boot,TA0005,Defense Evasion
SC-7,Boundary Protection,mitigates,T1542.004,ROMMONkit,TA0005,Defense Evasion
SC-7,Boundary Protection,mitigates,T1542.005,TFTP Boot,TA0005,Defense Evasion
SC-7,Boundary Protection,mitigates,T1552,Unsecured Credentials,TA0006,Credential Access
SC-7,Boundary Protection,mitigates,T1552.001,Credentials In Files,TA0006,Credential Access
SC-7,Boundary Protection,mitigates,T1552.004,Private Keys,TA0006,Credential Access
SC-7,Boundary Protection,mitigates,T1557.002,ARP Cache Poisoning,TA0006,Credential Access
SC-7,Boundary Protection,mitigates,T1559.001,Component Object Model,TA0002,Execution
SC-7,Boundary Protection,mitigates,T1560,Archive Collected Data,TA0009,Collection
SC-7,Boundary Protection,mitigates,T1563,Remote Service Session Hijacking,TA0008,Lateral Movement
SC-7,Boundary Protection,mitigates,T1563.002,RDP Hijacking,TA0008,Lateral Movement
SC-7,Boundary Protection,mitigates,T1566,Phishing,TA0001,Initial Access
SC-7,Boundary Protection,mitigates,T1566.001,Spearphishing Attachment,TA0001,Initial Access
SC-7,Boundary Protection,mitigates,T1566.003,Spearphishing via Service,TA0001,Initial Access
SC-7,Boundary Protection,mitigates,T1567.001,Exfiltration to Code Repository,TA0010,Exfiltration
SC-7,Boundary Protection,mitigates,T1568,Dynamic Resolution,TA0011,Command and Control
SC-7,Boundary Protection,mitigates,T1571,Non-Standard Port,TA0011,Command and Control
SC-7,Boundary Protection,mitigates,T1572,Protocol Tunneling,TA0011,Command and Control
SC-7,Boundary Protection,mitigates,T1573,Encrypted Channel,TA0011,Command and Control
SC-7,Boundary Protection,mitigates,T1573.001,Symmetric Cryptography,TA0011,Command and Control
SC-7,Boundary Protection,mitigates,T1573.002,Asymmetric Cryptography,TA0011,Command and Control
SC-7,Boundary Protection,mitigates,T1598,Phishing for Information,TA0043,Reconnaissance
SC-7,Boundary Protection,mitigates,T1598.001,Spearphishing Service,TA0043,Reconnaissance
SC-7,Boundary Protection,mitigates,T1598.002,Spearphishing Attachment,TA0043,Reconnaissance
SC-7,Boundary Protection,mitigates,T1599.001,Network Address Translation Traversal,TA0005,Defense Evasion
SC-7,Boundary Protection,mitigates,T1602,Data from Configuration Repository,TA0009,Collection
SC-7,Boundary Protection,mitigates,T1602.001,SNMP (MIB Dump),TA0009,Collection
SC-7,Boundary Protection,mitigates,T1612,Build Image on Host,TA0005,Defense Evasion
SC-7,Boundary Protection,mitigates,T1613,Container and Resource Discovery,TA0007,Discovery
SC-7,Boundary Protection,mitigates,T1046,Network Service Discovery,TA0007,Discovery
SC-7,Boundary Protection,mitigates,T1055,Process Injection,TA0005,Defense Evasion
SC-7,Boundary Protection,mitigates,T1055.001,Dynamic-link Library Injection,TA0005,Defense Evasion
SC-7,Boundary Protection,mitigates,T1055.014,VDSO Hijacking,TA0005,Defense Evasion
SC-7,Boundary Protection,mitigates,T1068,Exploitation for Privilege Escalation,TA0004,Privilege Escalation
SC-7,Boundary Protection,mitigates,T1133,External Remote Services,TA0003,Persistence
SC-7,Boundary Protection,mitigates,T1199,Trusted Relationship,TA0001,Initial Access
SC-7,Boundary Protection,mitigates,T1212,Exploitation for Credential Access,TA0006,Credential Access
SC-7,Boundary Protection,mitigates,T1482,Domain Trust Discovery,TA0007,Discovery
SC-7,Boundary Protection,mitigates,T1530,Data from Cloud Storage,TA0009,Collection
SC-7,Boundary Protection,mitigates,T1552.007,Container API,TA0006,Credential Access
SC-7,Boundary Protection,mitigates,T1557,Adversary-in-the-Middle,TA0006,Credential Access
SC-7,Boundary Protection,mitigates,T1557.001,LLMNR/NBT-NS Poisoning and SMB Relay,TA0006,Credential Access
SC-7,Boundary Protection,mitigates,T1560.001,Archive via Utility,TA0009,Collection
SC-7,Boundary Protection,mitigates,T1566.002,Spearphishing Link,TA0001,Initial Access
SC-7,Boundary Protection,mitigates,T1598.003,Spearphishing Link,TA0043,Reconnaissance
SC-7,Boundary Protection,mitigates,T1599,Network Boundary Bridging,TA0005,Defense Evasion
SC-7,Boundary Protection,mitigates,T1611,Escape to Host,TA0004,Privilege Escalation
SC-7,Boundary Protection,mitigates,T1204,User Execution,TA0002,Execution
SC-7,Boundary Protection,mitigates,T1204.002,Malicious File,TA0002,Execution
SC-7,Boundary Protection,mitigates,T1622,Debugger Evasion,TA0005,Defense Evasion
SC-7,Boundary Protection,mitigates,T1648,Serverless Execution,TA0002,Execution
SC-7,Boundary Protection,mitigates,T1557.003,DHCP Spoofing,TA0006,Credential Access
SC-7,Boundary Protection,mitigates,T1583.007,Serverless,TA0042,Resource Development
SC-7,Boundary Protection,mitigates,T1584.007,Serverless,TA0042,Resource Development
SC-12,Cryptographic Key Establishment and Management,mitigates,T1098.004,SSH Authorized Keys,TA0003,Persistence
SC-12,Cryptographic Key Establishment and Management,mitigates,T1072,Software Deployment Tools,TA0002,Execution
SC-12,Cryptographic Key Establishment and Management,mitigates,T1552,Unsecured Credentials,TA0006,Credential Access
SC-12,Cryptographic Key Establishment and Management,mitigates,T1552.001,Credentials In Files,TA0006,Credential Access
SC-12,Cryptographic Key Establishment and Management,mitigates,T1552.002,Credentials in Registry,TA0006,Credential Access
SC-12,Cryptographic Key Establishment and Management,mitigates,T1552.004,Private Keys,TA0006,Credential Access
SC-12,Cryptographic Key Establishment and Management,mitigates,T1563.001,SSH Hijacking,TA0008,Lateral Movement
SC-12,Cryptographic Key Establishment and Management,mitigates,T1573,Encrypted Channel,TA0011,Command and Control
SC-12,Cryptographic Key Establishment and Management,mitigates,T1573.001,Symmetric Cryptography,TA0011,Command and Control
SC-12,Cryptographic Key Establishment and Management,mitigates,T1573.002,Asymmetric Cryptography,TA0011,Command and Control
SC-13,Cryptographic Protection,mitigates,T1025,Data from Removable Media,TA0009,Collection
SC-13,Cryptographic Protection,mitigates,T1041,Exfiltration Over C2 Channel,TA0010,Exfiltration
SC-13,Cryptographic Protection,mitigates,T1048.003,Exfiltration Over Unencrypted Non-C2 Protocol,TA0010,Exfiltration
SC-13,Cryptographic Protection,mitigates,T1005,Data from Local System,TA0009,Collection
SC-37,Out-of-band Channels,mitigates,T1071,Application Layer Protocol,TA0011,Command and Control
SC-37,Out-of-band Channels,mitigates,T1071.001,Web Protocols,TA0011,Command and Control
SC-37,Out-of-band Channels,mitigates,T1071.002,File Transfer Protocols,TA0011,Command and Control
SC-37,Out-of-band Channels,mitigates,T1071.003,Mail Protocols,TA0011,Command and Control
